Roll Year,Jurisdiction,Neigh Code,Neigh Description,Situs Street Address,Situs City,Legal Description,First PID,Property Class,Property SubClass,Previous Roll Value,Actual Value Land Total,Actual Value Impr Total,Actual Value Total,Predominant Manual Class Code,Primary Actual Use Code
2024,Township of Esquimalt,307210,West Esquimalt,951 DUNSMUIR,ESQUIMALT,"LOT 14, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",000-435-911,01,0102,806900,743000,58600,801600,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,955 DUNSMUIR,ESQUIMALT,"LOT 15, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-455,01,0102,874000,743000,113000,856000,0081 - 1.5 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,959 DUNSMUIR,ESQUIMALT,"LOT 16, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",000-121-797,01,0102,785800,743000,43200,786200,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,963 DUNSMUIR,ESQUIMALT,"LOT 17, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-447,01,0102,845000,743000,85700,828700,0082 - 2 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,967 DUNSMUIR,ESQUIMALT,"LOT 18, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",003-401-626,01,0102,792900,743000,53000,796000,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,975 DUNSMUIR,ESQUIMALT,"LOT 21, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",008-596-786,01,0102,818000,742000,68000,810000,0082 - 2 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,979 DUNSMUIR,ESQUIMALT,"LOT 22, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",002-472-694,01,0102,803900,742000,57900,799900,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,983 DUNSMUIR,ESQUIMALT,"LOT 23, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-421,01,0102,1036000,742000,229000,971000,0090 - 1 STY SFD - After 1930 - Standard,032 - Residential Dwelling with Suite
2024,Township of Esquimalt,307210,West Esquimalt,983 DUNSMUIR,ESQUIMALT,"LOT 23, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-421,01,0102,1036000,742000,229000,971000,0090 - 1 STY SFD - After 1930 - Standard,032 - Residential Dwelling with Suite
2024,Township of Esquimalt,307210,West Esquimalt,989 DUNSMUIR,ESQUIMALT,"LOT 24, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-412,01,0102,896000,742000,151000,893000,0060 - 1 STY SFD - Before 1930 - Standard,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,993 DUNSMUIR,ESQUIMALT,"LOT 25, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",007-106-254,01,0102,798000,742000,57400,799400,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,993 DUNSMUIR,ESQUIMALT,"LOT 25, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",007-106-254,01,0102,798000,742000,57400,799400,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,997 DUNSMUIR,ESQUIMALT,"LOT 26, BLOCK F, PLAN VIP292, PART N1/2, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-340,01,0102,970000,742000,183000,925000,0092 - 2 STY SFD - After 1930 - Standard,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,997 DUNSMUIR,ESQUIMALT,,009-173-340,01,0102,970000,742000,183000,925000,0092 - 2 STY SFD - After 1930 - Standard,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,511 MACAULAY,ESQUIMALT,,009-173-404,01,0102,856000,742000,94300,836300,0050 - 1 STY SFD - Before 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,511 MACAULAY,ESQUIMALT,"LOT 26, BLOCK F, PLAN VIP292, PART S1/2, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-404,01,0102,856000,742000,94300,836300,0050 - 1 STY SFD - Before 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,505 MACAULAY,ESQUIMALT,"PARCEL A, LOT 28, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT, PCL A (DD 261792I) OF LOTS 28 & 29",009-174-095,01,0102,972000,742000,183000,925000,0090 - 1 STY SFD - After 1930 - Standard,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,968 LYALL,ESQUIMALT,"LOT 30, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-293,01,0102,817200,742000,81400,823400,2080 - 1 STY Duplex - After 1930 - Basic,"033 - Duplex, Non-Strata Side by Side or Front / Back"
2024,Township of Esquimalt,307210,West Esquimalt,964 LYALL,ESQUIMALT,"LOT 31, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-277,01,0102,870000,742000,132000,874000,0061 - 1.5 STY SFD - Before 1930 - Standard,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,964 LYALL,ESQUIMALT,"LOT 31, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-277,01,0102,870000,742000,132000,874000,0061 - 1.5 STY SFD - Before 1930 - Standard,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,960 LYALL,ESQUIMALT,"LOT 32, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",000-074-888,01,0102,999000,742000,240000,982000,0062 - 2 STY SFD - Before 1930 - Standard,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,956 LYALL,ESQUIMALT,"LOT 33, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",000-618-969,01,0102,945000,742000,164000,906000,0090 - 1 STY SFD - After 1930 - Standard,032 - Residential Dwelling with Suite
2024,Township of Esquimalt,307210,West Esquimalt,952 LYALL,ESQUIMALT,"LOT 34, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",007-762-119,01,0102,795800,742000,53500,795500,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,948 LYALL,ESQUIMALT,"LOT 35, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",001-782-746,01,0102,827000,742000,76700,818700,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,944 LYALL,ESQUIMALT,"LOT 36, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",002-840-634,01,0102,1176000,756000,261000,1017000,0142 - 2 STY SFD - After 1960 - Standard,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,502 PARADISE,ESQUIMALT,"LOT 37, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-242,01,0102,1028000,822000,199000,1021000,0060 - 1 STY SFD - Before 1930 - Standard,032 - Residential Dwelling with Suite
2024,Township of Esquimalt,307210,West Esquimalt,506 PARADISE,ESQUIMALT,"LOT 38, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-218,01,0102,1215000,782000,426000,1208000,0147 - 2 STY SFD - After 1990 - Standard,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,510 PARADISE,ESQUIMALT,"LOT 39, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-188,01,0105,1336000,782000,477000,1259000,A293 - Apartment - Owner Pays Heat,053 - Multi-Family (Conversion)
2024,Township of Esquimalt,307210,West Esquimalt,516 PARADISE,ESQUIMALT,"LOT 40, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",000-138-401,01,0102,1321000,782000,518000,1300000,0145 - 1 STY SFD - After 1990 - Standard,032 - Residential Dwelling with Suite
2024,Township of Esquimalt,307210,West Esquimalt,524 PARADISE,ESQUIMALT,"LOT 42, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-170,01,0102,828900,782000,52700,834700,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,528 PARADISE,ESQUIMALT,"LOT 43, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-161,01,0102,833700,782000,55000,837000,0081 - 1.5 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,532 PARADISE,ESQUIMALT,"LOT 44, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-137,01,0102,1211000,782000,416000,1198000,0147 - 2 STY SFD - After 1990 - Standard,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,536 PARADISE,ESQUIMALT,"LOT 45, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",004-409-311,01,0102,842200,782000,55900,837900,0081 - 1.5 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,540 PARADISE,ESQUIMALT,"LOT 46, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT, PLAYGROUND",009-173-129,08,,287000,320000,0,320000,,610 - Parks & Playing Fields
2024,Township of Esquimalt,307210,West Esquimalt,544 PARADISE,ESQUIMALT,"LOT 47, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",002-754-428,01,0102,1109000,782000,270000,1052000,0081 - 1.5 STY SFD - After 1930 - Basic,032 - Residential Dwelling with Suite
2024,Township of Esquimalt,307210,West Esquimalt,548 PARADISE,ESQUIMALT,"LOT 48, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-102,01,0102,814600,782000,37600,819600,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,552 PARADISE,ESQUIMALT,"LOT 49, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-081,01,0102,970000,782000,158000,940000,0081 - 1.5 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,556 PARADISE,ESQUIMALT,"LOT 50, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",004-625-102,01,0102,943000,782000,121000,903000,0081 - 1.5 STY SFD - After 1930 - Basic,032 - Residential Dwelling with Suite
2024,Township of Esquimalt,307210,West Esquimalt,560 PARADISE,ESQUIMALT,"LOT 51, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",004-785-061,01,0102,869000,782000,87900,869900,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,564 PARADISE,ESQUIMALT,"LOT 52, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",000-397-334,01,0102,872000,782000,75800,857800,0080 - 1 STY SFD - After 1930 - Basic,032 - Residential Dwelling with Suite
2024,Township of Esquimalt,307210,West Esquimalt,564 PARADISE,ESQUIMALT,"LOT 52, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",000-397-334,01,0102,872000,782000,75800,857800,0080 - 1 STY SFD - After 1930 - Basic,032 - Residential Dwelling with Suite
2024,Township of Esquimalt,307210,West Esquimalt,568 PARADISE,ESQUIMALT,"LOT 53, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",000-257-443,01,0102,1013000,782000,185000,967000,0091 - 1.5 STY SFD - After 1930 - Standard,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,572 PARADISE,ESQUIMALT,"LOT 54, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-090-126,01,0102,854800,782000,68400,850400,0081 - 1.5 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,578 PARADISE,ESQUIMALT,"LOT 55, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-056,01,0102,1486000,777000,724000,1501000,0157 - 2 STY SFD - After 1990 Semi-Custom,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,578 PARADISE,ESQUIMALT,"LOT 55, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-056,01,0102,1486000,777000,724000,1501000,0157 - 2 STY SFD - After 1990 Semi-Custom,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,536 HEAD,ESQUIMALT,"LOT 56, BLOCK F, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",002-078-210,01,0102,989000,670000,317000,987000,0145 - 1 STY SFD - After 1990 - Standard,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,559 PARADISE,ESQUIMALT,"LOT 1, BLOCK G, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-013,01,0102,764400,722000,43300,765300,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,557 PARADISE,ESQUIMALT,"LOT 2, BLOCK G, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-173-005,01,0102,803600,749000,51300,800300,0081 - 1.5 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,553 PARADISE,ESQUIMALT,"LOT 3, BLOCK G, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-172-971,01,0102,914000,782000,317000,1099000,0081 - 1.5 STY SFD - After 1930 - Basic,032 - Residential Dwelling with Suite
2024,Township of Esquimalt,307210,West Esquimalt,549 PARADISE,ESQUIMALT,"LOT 4, BLOCK G, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-172-955,01,0102,824200,782000,64600,846600,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,541 PARADISE,ESQUIMALT,"LOT 6, BLOCK G, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",000-008-672,01,0102,904000,782000,96200,878200,0080 - 1 STY SFD - After 1930 - Basic,032 - Residential Dwelling with Suite
2024,Township of Esquimalt,307210,West Esquimalt,537 PARADISE,ESQUIMALT,"LOT 7, BLOCK G, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-175-121,01,0102,883000,782000,86100,868100,0081 - 1.5 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,533 PARADISE,ESQUIMALT,"LOT 8, BLOCK G, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-175-083,01,0102,841000,782000,54600,836600,0081 - 1.5 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,529 PARADISE,ESQUIMALT,"LOT 9, BLOCK G, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",004-988-558,01,0102,842800,782000,56000,838000,0081 - 1.5 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,525 PARADISE,ESQUIMALT,"LOT 10, BLOCK G, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-175-059,01,0102,837400,782000,52600,834600,0081 - 1.5 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,521 PARADISE,ESQUIMALT,"LOT 11, BLOCK G, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",000-556-009,01,0102,843700,782000,59100,841100,0080 - 1 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,517 PARADISE,ESQUIMALT,"LOT 12, BLOCK G, PLAN VIP292, SECTION 11, ESQUIMALT LAND DISTRICT",009-175-032,01,0102,874000,783000,79400,862400,0082 - 2 STY SFD - After 1930 - Basic,000 - Single Family Dwelling
2024,Township of Esquimalt,307210,West Esquimalt,474 HEAD,ESQUIMALT,"STRATA LOT 1, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-311,06,,411300,86300,345000,431300,8004 - Non-Manualized Structures - Apt,216 - Commercial Strata-Lot
2024,Township of Esquimalt,307210,West Esquimalt,474 HEAD,ESQUIMALT,"STRATA LOT 2, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-320,06,,410200,86200,345000,431200,8004 - Non-Manualized Structures - Apt,216 - Commercial Strata-Lot
2024,Township of Esquimalt,307210,West Esquimalt,474 HEAD,ESQUIMALT,"STRATA LOT 3, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-338,06,,410200,86200,345000,431200,8004 - Non-Manualized Structures - Apt,216 - Commercial Strata-Lot
2024,Township of Esquimalt,307210,West Esquimalt,474 HEAD,ESQUIMALT,"STRATA LOT 4, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-346,06,,410000,86100,344000,430100,8004 - Non-Manualized Structures - Apt,216 - Commercial Strata-Lot
2024,Township of Esquimalt,307210,West Esquimalt,474 HEAD,ESQUIMALT,"STRATA LOT 5, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-354,06,,410200,86200,345000,431200,8004 - Non-Manualized Structures - Apt,216 - Commercial Strata-Lot
2024,Township of Esquimalt,307210,West Esquimalt,474 HEAD,ESQUIMALT,"STRATA LOT 6, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-362,06,,663000,139000,557000,696000,8004 - Non-Manualized Structures - Apt,216 - Commercial Strata-Lot
2024,Township of Esquimalt,307210,West Esquimalt,474 HEAD,ESQUIMALT,"STRATA LOT 7, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-371,01,0106,389400,391000,130000,521000,D702 - Strata Apartment - Frame,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,517 GORE,ESQUIMALT,"STRATA LOT 8, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-389,01,0106,384200,386000,128000,514000,D702 - Strata Apartment - Frame,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,517 GORE,ESQUIMALT,"STRATA LOT 9, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-397,01,0106,392000,396000,132000,528000,D702 - Strata Apartment - Frame,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,517 GORE,ESQUIMALT,"STRATA LOT 10, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-401,01,0106,384200,383000,127000,510000,D702 - Strata Apartment - Frame,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,517 GORE,ESQUIMALT,"STRATA LOT 11, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-419,01,0106,384100,383000,127000,510000,D702 - Strata Apartment - Frame,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,517 GORE,ESQUIMALT,"STRATA LOT 12, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-427,01,0106,549000,545000,181000,726000,D702 - Strata Apartment - Frame,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,517 GORE,ESQUIMALT,"STRATA LOT 13, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-435,01,0106,385300,384000,128000,512000,D702 - Strata Apartment - Frame,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,517 GORE,ESQUIMALT,"STRATA LOT 14, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-443,01,0106,390800,395000,131000,526000,D702 - Strata Apartment - Frame,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,916 LYALL,ESQUIMALT,"STRATA LOT 15, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-451,01,0106,285600,484000,161000,645000,B705 - Strata Apartment - Hi-Rise,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,916 LYALL,ESQUIMALT,"STRATA LOT 16, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-460,01,0106,244300,410000,136000,546000,B705 - Strata Apartment - Hi-Rise,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,916 LYALL,ESQUIMALT,"STRATA LOT 16, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-460,01,0106,244300,410000,136000,546000,B705 - Strata Apartment - Hi-Rise,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,916 LYALL,ESQUIMALT,"STRATA LOT 17, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-478,01,0106,265400,449000,149000,598000,B705 - Strata Apartment - Hi-Rise,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,916 LYALL,ESQUIMALT,"STRATA LOT 18, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-486,01,0106,265400,449000,149000,598000,B705 - Strata Apartment - Hi-Rise,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,916 LYALL,ESQUIMALT,"STRATA LOT 19, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-494,01,0106,244100,409000,136000,545000,B705 - Strata Apartment - Hi-Rise,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,916 LYALL,ESQUIMALT,"STRATA LOT 19, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-494,01,0106,244100,409000,136000,545000,B705 - Strata Apartment - Hi-Rise,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,916 LYALL,ESQUIMALT,"STRATA LOT 20, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-508,01,0106,285400,483000,161000,644000,B705 - Strata Apartment - Hi-Rise,030 - Strata-Lot Residence (Condominium)
2024,Township of Esquimalt,307210,West Esquimalt,916 LYALL,ESQUIMALT,"STRATA LOT 21, PLAN EPS8080, SECTION 11, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM V",031-767-516,01,0106,346900,586000,195000,781000,B705 - Strata Apartment - Hi-Rise,030 - Strata-Lot Residence (Condominium)
