Roll Year,Jurisdiction,Neigh Code,Neigh Description,Situs Street Address,Situs City,Legal Description,First PID,Property Class,Property SubClass,Previous Roll Value,Actual Value Land Total,Actual Value Impr Total,Actual Value Total,Predominant Manual Class Code,Primary Actual Use Code
2024,Township of Esquimalt,307210,West Esquimalt,812 ANDERSON,ESQUIMALT,"STRATA LOT A, PLAN VIS632, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-726-907,01,0102,732000,558000,162000,720000,2142 - 2 STY Duplex - After 1960 - Standard,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,810 ANDERSON,ESQUIMALT,"STRATA LOT B, PLAN VIS632, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-726-915,01,0102,683000,558000,121000,679000,2142 - 2 STY Duplex - After 1960 - Standard,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,1248 WOODWAY,ESQUIMALT,"STRATA LOT 1, PLAN VIS668, SUBURBAN LOT 50, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-736-414,01,0102,995000,756000,249000,1005000,2151 - 1.5 STY Duplex - After 1930 -Semi-Custom,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,1250 WOODWAY,ESQUIMALT,"STRATA LOT 2, PLAN VIS668, SUBURBAN LOT 50, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-111-660,01,0102,1014000,801000,227000,1028000,2151 - 1.5 STY Duplex - After 1930 -Semi-Custom,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,823 CARRIE,ESQUIMALT,"STRATA LOT 1, PLAN VIS691, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-735-515,01,0102,781000,654000,126000,780000,2142 - 2 STY Duplex - After 1960 - Standard,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,821 CARRIE,ESQUIMALT,"STRATA LOT 2, PLAN VIS691, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-735-523,01,0102,781000,654000,126000,780000,2142 - 2 STY Duplex - After 1960 - Standard,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,827 CARRIE,ESQUIMALT,"STRATA LOT 1, PLAN VIS692, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-735-574,01,0102,786000,654000,131000,785000,2142 - 2 STY Duplex - After 1960 - Standard,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,827 CARRIE,ESQUIMALT,"STRATA LOT 1, PLAN VIS692, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-735-574,01,0102,786000,654000,131000,785000,2142 - 2 STY Duplex - After 1960 - Standard,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,825 CARRIE,ESQUIMALT,"STRATA LOT 2, PLAN VIS692, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-735-582,01,0102,826000,654000,162000,816000,2142 - 2 STY Duplex - After 1960 - Standard,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,1043 WURTELE,ESQUIMALT,"STRATA LOT 1, PLAN VIS697, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-736-805,01,0102,1047000,893000,155000,1048000,2141 - 1.5 STY Duplex - After 1960 - Standard,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,1041 WURTELE,ESQUIMALT,"STRATA LOT 2, PLAN VIS697, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-736-813,01,0102,1067000,893000,171000,1064000,2141 - 1.5 STY Duplex - After 1960 - Standard,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,832 ELLERY,ESQUIMALT,"STRATA LOT 1, PLAN VIS699, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-731-439,01,0102,832000,747000,89600,836600,2080 - 1 STY Duplex - After 1930 - Basic,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,828 ELLERY,ESQUIMALT,"STRATA LOT 2, PLAN VIS699, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-731-447,01,0102,926000,747000,167000,914000,2081 - 1.5 STY Duplex - After 1930 - Basic,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,1010 ELLERY,ESQUIMALT,"STRATA LOT 1, PLAN VIS705, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-391-557,01,0106,676300,639000,26900,665900,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307210,West Esquimalt,1010 ELLERY,ESQUIMALT,"STRATA LOT 2, PLAN VIS705, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-520-055,01,0106,668200,631000,26800,657800,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307210,West Esquimalt,1010 ELLERY,ESQUIMALT,"STRATA LOT 3, PLAN VIS705, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-362-824,01,0106,669200,633000,26800,659800,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307210,West Esquimalt,1010 ELLERY,ESQUIMALT,"STRATA LOT 4, PLAN VIS705, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-735-388,01,0106,668200,632000,26800,658800,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307210,West Esquimalt,1010 ELLERY,ESQUIMALT,"STRATA LOT 5, PLAN VIS705, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1",000-735-396,01,0106,670200,634000,26800,660800,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307210,West Esquimalt,1010 ELLERY,ESQUIMALT,"STRATA LOT 6, PLAN VIS705, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-263-125,01,0106,679200,642000,26800,668800,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307210,West Esquimalt,1010 ELLERY,ESQUIMALT,"STRATA LOT 7, PLAN VIS705, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-735-400,01,0106,679300,642000,26800,668800,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307210,West Esquimalt,1010 ELLERY,ESQUIMALT,"STRATA LOT 8, PLAN VIS705, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-735-418,01,0106,666200,630000,26800,656800,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307210,West Esquimalt,1010 ELLERY,ESQUIMALT,"STRATA LOT 9, PLAN VIS705, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-735-426,01,0106,668200,632000,26800,658800,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307210,West Esquimalt,1010 ELLERY,ESQUIMALT,"STRATA LOT 10, PLAN VIS705, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-735-442,01,0106,679300,642000,26800,668800,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307210,West Esquimalt,807 CONDOR,ESQUIMALT,"STRATA LOT 1, PLAN VIS708, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-738-638,01,0102,732000,604000,120000,724000,2092 - 2 STY Duplex - After 1930 - Standard,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307210,West Esquimalt,805 CONDOR,ESQUIMALT,"STRATA LOT 2, PLAN VIS708, SECTION 10, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-738-646,01,0102,886000,790000,101000,891000,2092 - 2 STY Duplex - After 1930 - Standard,"035 - Duplex, Strata Side by Side"
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 1, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-736-911,01,0106,675700,667000,81700,748700,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 2, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, (PHASE 1) TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1",000-736-929,01,0106,679900,674000,77300,751300,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 3, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1",000-736-937,01,0106,679700,675000,75900,750900,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 4, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, (PHASE 1), TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1",000-381-748,01,0106,717800,703000,80600,783600,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 5, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-736-945,01,0106,675600,664000,76200,740200,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 6, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-736-953,01,0106,660200,599000,71400,670400,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 7, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, (PHASE 1) TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1",000-736-961,01,0106,660200,599000,71400,670400,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 8, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",010-277-382,01,0106,660200,599000,71400,670400,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 9, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-736-970,01,0106,665100,605000,71300,676300,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 9, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-736-970,01,0106,665100,605000,71300,676300,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 10, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-736-988,01,0106,639600,614000,73700,687700,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 11, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-736-996,01,0106,654200,643000,74800,717800,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 12, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-003,01,0106,618300,597000,74100,671100,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 13, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-011,01,0106,673700,661000,76200,737200,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 14, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-020,01,0106,683400,664000,80000,744000,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 15, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-654-451,01,0106,646800,636000,75800,711800,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 16, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-038,01,0106,660700,642000,72100,714100,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 17, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1",000-737-046,01,0106,670300,608000,71300,679300,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 18, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-054,01,0106,687600,616000,73900,689900,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 19, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-062,01,0106,713300,699000,78800,777800,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 20, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-071,01,0106,695300,687000,74900,761900,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 21, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-089,01,0106,694400,686000,75000,761000,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 22, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, PHASE 2 TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-111-597,01,0106,694400,687000,75000,762000,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 23, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-101,01,0106,697300,690000,75000,765000,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 24, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-119,01,0106,713600,700000,78100,778100,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 25, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-127,01,0106,686700,616000,74000,690000,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 26, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-143,01,0106,669300,608000,71400,679400,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 27, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-151,01,0106,669200,607000,72300,679300,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 28, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, (PHASE 2) TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1",000-737-160,01,0106,669300,608000,71400,679400,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 29, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-178,01,0106,566000,580000,73900,653900,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 30, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-737-186,01,0106,594200,599000,77800,676800,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
2024,Township of Esquimalt,307240,North Esquimalt,897 ADMIRALS,ESQUIMALT,"STRATA LOT 31, PLAN VIS711, SECTION 2, ESQUIMALT LAND DISTRICT, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",000-016-462,01,0106,593700,629000,47500,676500,D701 - Strata Townhouse,039 - Row Housing (Single Unit Ownership)
